indicator,year,value,table,category
Change in propensity to participate by age group (years) | 25–34,0,0.0323418943631347,7_7,Australian-born | Female
Change in propensity to participate by age group (years) | 25–34,0,-0.0061341031607383,7_7,Australian-born | Total
Change in propensity to participate by age group (years) | 25–34,0,-0.0144987940448528,7_7,Overseas-born | Male
Change in propensity to participate by age group (years) | 25–34,0,0.0963168422845656,7_7,Overseas-born | Female
Change in propensity to participate by age group (years) | 25–34,0,0.0818180482397127,7_7,Overseas-born | Total
Change in propensity to participate by age group (years) | 25–34,0,0.0756839450789743,7_7,Total all birth groups
Change in propensity to participate by age group (years) | 35–44,0,-0.001657411084602,7_7,Australian-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.0479607425063998,7_7,Australian-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.0463033314217977,7_7,Australian-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.0022369719600718,7_7,Overseas-born | Male
Change in propensity to participate by age group (years) | 35–44,0,0.0455611344216626,7_7,Overseas-born | Female
Change in propensity to participate by age group (years) | 35–44,0,0.0477981063817344,7_7,Overseas-born | Total
Change in propensity to participate by age group (years) | 35–44,0,0.0941014378035322,7_7,Total all birth groups
Change in propensity to participate by age group (years) | 45–54,0,0.02929441222646,7_7,Australian-born | Male
Change in propensity to participate by age group (years) | 45–54,0,0.0547705637042932,7_7,Australian-born | Female
Change in propensity to participate by age group (years) | 45–54,0,0.0840649759307533,7_7,Australian-born | Total
Change in propensity to participate by age group (years) | 45–54,0,-0.008850200565055,7_7,Overseas-born | Male
Change in propensity to participate by age group (years) | 45–54,0,-0.0073221760846896,7_7,Overseas-born | Female
Change in propensity to participate by age group (years) | 45–54,0,-0.0161723766497447,7_7,Overseas-born | Total
Change in propensity to participate by age group (years) | 45–54,0,0.0678925992810085,7_7,Total all birth groups
Change in propensity to participate by age group (years) | 55–64,0,-0.0284907606273298,7_7,Australian-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.0599460624454714,7_7,Australian-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.0314553018181415,7_7,Australian-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.0598949983602178,7_7,Overseas-born | Male
Change in propensity to participate by age group (years) | 55–64,0,0.0054302041471616,7_7,Overseas-born | Female
Change in propensity to participate by age group (years) | 55–64,0,0.0653252025073794,7_7,Overseas-born | Total
Change in propensity to participate by age group (years) | 55–64,0,0.096780504325521,7_7,Total all birth groups
Change in propensity to participate by age group (years) | 65+,0,-0.0210059937368256,7_7,Australian-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0385133517859455,7_7,Australian-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.0175073580491199,7_7,Australian-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0224117469115139,7_7,Overseas-born | Male
Change in propensity to participate by age group (years) | 65+,0,0.0215715051090516,7_7,Overseas-born | Female
Change in propensity to participate by age group (years) | 65+,0,0.0439832520205656,7_7,Overseas-born | Total
Change in propensity to participate by age group (years) | 65+,0,0.0614906100696855,7_7,Total all birth groups
Change in propensity to participate by age group (years) | All age groups,0,-0.145830622925963,7_7,Australian-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.2561148682875652,7_7,Australian-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.1102842453616022,7_7,Australian-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.0901445541836937,7_7,Overseas-born | Male
Change in propensity to participate by age group (years) | All age groups,0,0.1893832409174661,7_7,Overseas-born | Female
Change in propensity to participate by age group (years) | All age groups,0,0.2795277951011599,7_7,Overseas-born | Total
Change in propensity to participate by age group (years) | All age groups,0,0.3898120404627621,7_7,Total all birth groups
Total change | nan,0,-0.4036215512335123,7_7,Australian-born | Male
Total change | nan,0,-0.0411351524228137,7_7,Australian-born | Female
Total change | nan,0,-0.444756703656326,7_7,Australian-born | Total
Total change | nan,0,0.1179522732541945,7_7,Overseas-born | Male
Total change | nan,0,0.1924707250001082,7_7,Overseas-born | Female
Total change | nan,0,0.3104229982543027,7_7,Overseas-born | Total
Total change | nan,0,-0.1343337054020232,7_7,Total all birth groups
15–19,0,0.0354890662434602,7_8,Australian-born | Male
15–19,0,0.0317827693083834,7_8,Australian-born | Female
15–19,0,0.0672718355518436,7_8,Australian-born | Total
15–19,0,0.0278194258305027,7_8,Overseas-born | Male
15–19,0,0.0316148174284854,7_8,Overseas-born | Female
15–19,0,0.059434243258988,7_8,Overseas-born | Total
15–19,0,0.1267060788108317,7_8,Total all birth groups
20–24,0,-0.1785249448954465,7_8,Australian-born | Male
20–24,0,-0.2692407924077081,7_8,Australian-born | Female
20–24,0,-0.4477657373031546,7_8,Australian-born | Total
20–24,0,0.0671059931515591,7_8,Overseas-born | Male
20–24,0,0.0829132888198311,7_8,Overseas-born | Female
20–24,0,0.1500192819713902,7_8,Overseas-born | Total
20–24,0,-0.2977464553317644,7_8,Total all birth groups
Change in demographic composition by age group (years) | 25–34,0,-0.2847414664474755,7_8,Australian-born | Male
Change in demographic composition by age group (years) | 25–34,0,-0.2199140544961376,7_8,Australian-born | Female
Change in demographic composition by age group (years) | 25–34,0,-0.5046555209436132,7_8,Australian-born | Total
Change in demographic composition by age group (years) | 25–34,0,0.2399568267605525,7_8,Overseas-born | Male
Change in demographic composition by age group (years) | 25–34,0,0.0455553993222972,7_8,Overseas-born | Female
Change in demographic composition by age group (years) | 25–34,0,0.2855122260828497,7_8,Overseas-born | Total
Change in demographic composition by age group (years) | 25–34,0,-0.2191432948607635,7_8,Total all birth groups
Change in demographic composition by age group (years) | 35–44,0,-0.05033734416804,7_8,Australian-born | Male
Change in demographic composition by age group (years) | 35–44,0,-0.1580771501937493,7_8,Australian-born | Female
Change in demographic composition by age group (years) | 35–44,0,-0.2084144943617893,7_8,Australian-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.3743952095038126,7_8,Overseas-born | Male
Change in demographic composition by age group (years) | 35–44,0,0.4018468993776278,7_8,Overseas-born | Female
Change in demographic composition by age group (years) | 35–44,0,0.7762421088814404,7_8,Overseas-born | Total
Change in demographic composition by age group (years) | 35–44,0,0.567827614519651,7_8,Total all birth groups
Change in demographic composition by age group (years) | 45–54,0,-0.5954192564984117,7_8,Australian-born | Male
Change in demographic composition by age group (years) | 45–54,0,-0.5269566436349264,7_8,Australian-born | Female
Change in demographic composition by age group (years) | 45–54,0,-1.122375900133338,7_8,Australian-born | Total
Change in demographic composition by age group (years) | 45–54,0,0.2049259050458309,7_8,Overseas-born | Male
Change in demographic composition by age group (years) | 45–54,0,0.1420256044708593,7_8,Overseas-born | Female
Change in demographic composition by age group (years) | 45–54,0,0.3469515095166902,7_8,Overseas-born | Total
Change in demographic composition by age group (years) | 45–54,0,-0.7754243906166478,7_8,Total all birth groups
Change in demographic composition by age group (years) | 55–64,0,-0.2811196041663993,7_8,Australian-born | Male
Change in demographic composition by age group (years) | 55–64,0,-0.2021961360129597,7_8,Australian-born | Female
Change in demographic composition by age group (years) | 55–64,0,-0.4833157401793591,7_8,Australian-born | Total
Change in demographic composition by age group (years) | 55–64,0,0.0143509197626618,7_8,Overseas-born | Male
Change in demographic composition by age group (years) | 55–64,0,-0.0469417137602326,7_8,Overseas-born | Female
Change in demographic composition by age group (years) | 55–64,0,-0.0325907939975708,7_8,Overseas-born | Total
Change in demographic composition by age group (years) | 55–64,0,-0.5159065341769299,7_8,Total all birth groups
Change in demographic composition by age group (years) | 65+,0,0.0628067475569792,7_8,Australian-born | Male
Change in demographic composition by age group (years) | 65+,0,0.05009832406152,7_8,Australian-born | Female
Change in demographic composition by age group (years) | 65+,0,0.1129050716184992,7_8,Australian-born | Total
Change in demographic composition by age group (years) | 65+,0,0.0387805100659135,7_8,Overseas-born | Male
Change in demographic composition by age group (years) | 65+,0,0.0265514963936417,7_8,Overseas-born | Female
Change in demographic composition by age group (years) | 65+,0,0.0653320064595553,7_8,Overseas-born | Total
Change in demographic composition by age group (years) | 65+,0,0.1782370780780545,7_8,Total all birth groups
Change in demographic composition by age group (years) | All age groups,0,-1.2918468023753336,7_8,Australian-born | Male
